Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins,Source
0,0,0.113,0.073,0.187,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.083,0.05,0.133,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.099,0.076,0.175,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.09,0.071,0.161,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.037,0.039,0.076,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.001,0.0,0.001,3,3,1,4,1,0
0,0,0.046,0.006,0.052,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.028,0.045,0.072,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,3,3,1,3,1,0
0,0,0.048,0.0,0.048,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.022,0.0,0.022,4,3,1,4,1,0
0,0,0.076,0.0,0.076,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.032,0.0,0.032,4,3,1,5,1,0
0,0,0.084,0.0,0.084,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.115,0.0,0.115,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.113,0.0,0.113,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.136,0.0,0.136,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,4,3,1,5,1,0
0,0,0.12,0.0,0.12,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.127,0.0,0.127,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.069,0.0,0.069,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.093,0.0,0.093,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.071,0.0,0.071,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.025,0.0,0.025,3,3,1,3,1,0
1,0,0.0,0.0,0.0,2,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.038,0.0,0.038,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.034,0.0,0.034,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.182,0.0,0.182,3,3,1,4,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,2,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.072,0.0,0.072,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.023,0.0,0.023,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,5,1,0
0,0,0.01,0.0,0.01,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.0,0.0,0.0,4,3,1,5,1,0
0,0,0.435,0.0,0.435,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,4,3,1,4,1,0
0,0,0.159,0.0,0.159,3,3,1,4,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.133,0.0,0.133,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.007,0.0,0.007,4,3,1,5,1,0
0,0,0.14,0.0,0.14,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.061,0.0,0.061,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.069,0.0,0.069,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.056,0.0,0.056,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.123,0.0,0.123,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.086,0.0,0.086,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.083,0.0,0.083,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.057,0.0,0.057,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.007,0.0,0.007,4,3,1,5,1,0
0,0,0.07,0.0,0.07,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,4,1,0
0,0,0.071,0.0,0.071,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.069,0.0,0.069,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.162,0.0,0.162,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.006,0.0,0.006,3,3,1,3,1,0
0,0,0.114,0.0,0.114,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.006,0.0,0.006,4,3,1,4,1,0
0,0,0.112,0.0,0.112,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.103,0.0,0.103,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.081,0.0,0.081,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.125,0.0,0.125,2,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.088,0.0,0.088,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.224,0.0,0.224,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,2,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.036,0.0,0.036,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.119,0.0,0.119,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.097,0.0,0.097,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.096,0.0,0.096,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.154,0.0,0.154,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,4,3,1,5,1,0
0,0,0.14,0.0,0.14,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.325,0.0,0.325,3,3,1,2,1,0
1,0,0.052,0.0,0.052,2,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,1,1,0
3,1,0.014,0.0,0.014,4,3,1,4,1,0
0,0,0.151,0.0,0.151,3,3,1,4,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.181,0.0,0.181,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.132,0.0,0.132,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.076,0.0,0.076,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.101,0.0,0.101,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.104,0.0,0.104,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.125,0.0,0.125,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.093,0.0,0.093,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.105,0.0,0.105,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,4,1,0
0,0,0.162,0.0,0.162,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,4,1,0
0,0,0.152,0.0,0.152,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,4,1,0
0,0,0.154,0.0,0.154,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.151,0.0,0.151,3,3,1,3,1,0
1,0,0.002,0.0,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.008,0.0,0.008,4,3,1,5,1,0
0,0,0.147,0.0,0.147,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.169,0.0,0.169,3,3,1,3,1,0
1,0,0.002,0.0,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.226,0.0,0.226,3,3,1,3,1,0
1,0,0.003,0.0,0.003,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.007,0.0,0.007,4,3,1,4,1,0
0,0,0.095,0.0,0.095,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.075,0.0,0.075,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.015,0.0,0.015,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.0,0.0,0.0,3,3,1,4,1,0
0,0,0.09,0.0,0.09,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.191,0.0,0.191,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.15,0.0,0.15,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.213,0.0,0.213,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.005,0.0,0.005,4,3,1,4,1,0
0,0,0.275,0.0,0.275,3,3,1,3,1,0
1,0,0.002,0.0,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,4,1,0
0,0,0.192,0.0,0.192,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
0,0,0.228,0.0,0.228,3,3,1,3,1,0
1,0,0.002,0.0,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.005,0.0,0.005,4,3,1,4,1,0
0,0,0.32,0.0,0.32,3,3,1,3,1,0
1,0,0.002,0.0,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.009,0.0,0.009,4,3,1,4,1,0
0,0,0.162,0.0,0.162,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.144,0.0,0.144,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.101,0.0,0.101,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,2,1,0
0,0,0.129,0.0,0.129,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.019,0.0,0.019,4,3,1,5,1,0
0,0,0.105,0.0,0.105,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.133,0.0,0.133,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.037,0.0,0.037,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,3,3,1,3,1,0
0,0,0.182,0.0,0.182,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
0,0,0.119,0.0,0.119,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.237,0.0,0.237,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.079,0.0,0.079,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,3,3,1,4,1,0
0,0,0.139,0.0,0.139,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.008,0.0,0.008,4,3,1,5,1,0
0,0,0.0,0.0,0.0,4,3,1,5,1,0
1,0,0.0,0.0,0.0,4,3,1,5,1,0
2,0,0.0,0.0,0.0,4,3,1,5,1,0
3,1,0.0,0.0,0.0,4,3,1,5,1,0
0,0,0.385,0.072,0.457,4,3,1,4,1,1
1,0,0.001,0.001,0.002,4,3,1,1,1,1
2,0,0.002,0.0,0.002,4,3,1,4,1,1
3,1,0.002,0.0,0.002,3,3,1,4,1,1
0,0,0.737,0.08,0.817,4,3,1,4,1,1
1,0,0.006,0.001,0.007,2,3,1,1,1,1
2,0,0.004,0.0,0.004,4,3,1,4,1,1
3,1,0.004,0.0,0.004,3,3,1,4,1,1
0,0,0.185,0.13,0.315,3,3,1,4,1,1
1,0,0.001,0.001,0.001,4,3,1,1,1,1
2,0,0.001,0.0,0.001,4,3,1,4,1,1
3,1,0.003,0.0,0.003,3,3,1,4,1,1
0,0,0.176,0.121,0.298,3,3,1,4,1,1
1,0,0.001,0.001,0.001,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,4,1,1
3,1,0.002,0.0,0.002,3,3,1,4,1,1
0,0,0.378,0.098,0.476,4,3,1,5,1,1
1,0,0.001,0.001,0.001,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,4,1,1
3,1,0.002,0.0,0.002,4,3,1,4,1,1
0,0,0.319,0.074,0.393,4,3,1,4,1,1
1,0,0.001,0.001,0.002,3,3,1,1,1,1
2,0,0.002,0.0,0.002,4,3,1,4,1,1
3,1,0.003,0.0,0.003,3,3,1,4,1,1
0,0,0.51,0.056,0.567,3,3,1,4,1,1
1,0,0.068,0.001,0.069,3,3,1,1,1,1
2,0,0.001,0.0,0.001,4,3,1,3,1,1
3,1,0.004,0.0,0.004,3,3,1,4,1,1
0,0,0.592,0.056,0.649,4,3,1,4,1,1
1,0,0.076,0.001,0.077,4,3,1,1,1,1
2,0,0.004,0.0,0.004,4,3,1,4,1,1
3,1,0.003,0.0,0.003,4,3,1,4,1,1
0,0,0.753,0.063,0.817,4,3,1,4,1,1
1,0,0.007,0.001,0.008,3,3,1,1,1,1
2,0,0.001,0.0,0.001,4,3,1,4,1,1
3,1,0.004,0.0,0.004,4,3,1,4,1,1
0,0,0.208,0.073,0.281,4,3,1,4,1,1
1,0,0.033,0.001,0.033,2,3,1,1,1,1
2,0,0.002,0.0,0.002,4,3,1,4,1,1
3,1,0.002,0.0,0.002,4,3,1,4,1,1
0,0,0.227,0.067,0.294,4,3,1,4,1,1
1,0,0.001,0.001,0.002,3,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,3,1,1
3,1,0.002,0.0,0.002,4,3,1,4,1,1
0,0,0.261,0.1,0.361,4,3,1,4,1,1
1,0,0.001,0.001,0.002,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,4,1,1
3,1,0.002,0.0,0.002,3,3,1,3,1,1
0,0,0.259,0.0,0.259,3,3,1,4,1,1
1,0,0.001,0.0,0.001,3,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,2,1,1
3,1,0.001,0.0,0.001,3,3,1,4,1,1
0,0,0.361,0.08,0.441,4,3,1,3,1,1
1,0,0.016,0.001,0.016,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,3,1,1
3,1,0.004,0.0,0.004,3,3,1,3,1,1
0,0,0.367,0.159,0.525,3,3,1,4,1,1
1,0,0.043,0.002,0.045,4,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,2,1,1
3,1,0.003,0.0,0.003,3,3,1,3,1,1
0,0,1.604,0.041,1.645,4,3,1,4,1,1
1,0,0.002,0.0,0.003,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,3,1,1
3,1,0.006,0.0,0.006,3,3,1,3,1,1
0,0,1.314,0.049,1.363,4,3,1,3,1,1
1,0,0.002,0.001,0.003,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,3,1,1
3,1,0.008,0.0,0.008,3,3,1,2,1,1
0,0,0.493,0.051,0.543,3,3,1,4,1,1
1,0,0.002,0.001,0.002,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,3,1,1
3,1,0.003,0.0,0.003,3,3,1,4,1,1
0,0,0.886,0.079,0.966,4,3,1,4,1,1
1,0,0.002,0.001,0.003,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,3,1,1
3,1,0.004,0.0,0.004,3,3,1,4,1,1
0,0,0.25,0.0,0.25,4,3,1,4,1,1
1,0,0.001,0.0,0.001,4,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,4,1,1
3,1,0.003,0.0,0.003,3,3,1,3,1,1
0,0,0.31,0.0,0.31,4,3,1,4,1,1
1,0,0.001,0.0,0.001,3,3,1,1,1,1
2,0,0.0,0.0,0.0,4,3,1,3,1,1
3,1,0.004,0.0,0.004,3,3,1,3,1,1
0,0,4.904,0.0,4.904,2,3,1,2,1,1
1,0,0.004,0.0,0.004,4,3,1,1,1,1
2,0,0.0,0.0,0.0,2,3,1,2,1,1
3,1,0.015,0.0,0.015,2,3,1,1,1,1
0,0,0.239,0.0,0.239,3,3,1,2,1,1
1,0,0.011,0.0,0.011,4,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,3,1,1
3,1,0.002,0.0,0.002,3,3,1,4,1,1
0,0,0.183,0.0,0.183,3,3,1,3,1,1
1,0,0.048,0.0,0.048,4,3,1,1,1,1
2,0,0.001,0.0,0.001,4,3,1,1,1,1
3,1,0.004,0.0,0.004,3,3,1,2,1,1
0,0,0.453,0.0,0.453,3,3,1,4,1,1
1,0,0.002,0.0,0.002,4,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,3,1,1
3,1,0.033,0.0,0.033,4,3,1,5,1,1
0,0,0.37,0.0,0.37,3,3,1,4,1,1
1,0,0.001,0.0,0.001,3,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,3,1,1
3,1,0.038,0.0,0.038,4,3,1,5,1,1
0,0,0.273,0.0,0.273,3,3,1,4,1,1
1,0,0.001,0.0,0.001,4,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,3,1,1
3,1,0.036,0.0,0.036,4,3,1,5,1,1
0,0,0.299,0.0,0.299,3,3,1,4,1,1
1,0,0.001,0.0,0.001,4,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,3,1,1
3,1,0.021,0.0,0.021,4,3,1,5,1,1
0,0,0.281,0.0,0.281,3,3,1,4,1,1
1,0,0.001,0.0,0.001,4,3,1,1,1,1
2,0,0.0,0.0,0.0,3,3,1,3,1,1
3,1,0.011,0.0,0.011,4,3,1,5,1,1
0,0,0.267,0.0,0.267,3,3,1,3,1,1
1,0,0.001,0.0,0.001,4,3,1,1,1,1
